1,2,3,4,5,num
all,good,solid,10/10,Good,1
all,mouse,and,keyboard,options,1
all,of,the,different,items,1
all,of,the,main,story,1
all,of,the,materials/monster,that,1
all,of,the,quality,of,1
all,round,.,_,Best,1
all,that,necessary,.,_,1
all,the,gameplay,features,had,1
all,the,spaces,without,overlapping,1
all,the,way,and,keep,1
all,the,way,down,to,1
all,to,create,you're,latest,1
all,you,need,to,know,1
all,your,materials,in,the,1
allergic,to,unstable,framerates,and,1
allies,block,or,assist,with,1
allow,different,places,to,be,1
allow,me,to,progress,.,1
allowing,you,to,swap,them,1
allows,her,to,meet,new,1
along,the,lines,of,A20/Lulua,1
along,with,loli,plachta,Definitely,1
along,with,some,of,the,1
already,fast,enough,but,keeping,1
already,know,about,how,the,1
already,know,most,of,what,1
already,offered,a,high,quality,1
already,was,.,_,Now,1
also,a,double,speed,option,1
also,enjoyable,in,it's,own,1
also,found,it,to,be,1
also,improved,as,the,'tap,1
also,interesting,male,characters,you,1
also,is,.,_,Might,1
also,neat,as,it,kinda,1
also,noticed,the,issue,when,1
also,see,who,a,monster,1
also,took,a,lot,of,2
although,the,performance,could,use,1
always,a,cast,of,female,1
always,along,with,loli,plachta,1
always,an,amazingly,fun,Atelier,1
always,appreciate,combat,systems,that,1
always,big,wholesome,vibes,all,1
always,crafted,my,stuff,.,1
always,had,it,.,_,1
always,is,an,absolute,treat,1
always,so,much,that,I,1
am,I,to,come,into,1
am,and,the,less,I,1
am,just,barely,at,1,1
am,just,overlooking,the,issue,1
am,not,totally,sold,on,1
am,optimistic,.,_,Very,1
am,writing,this,review,as,1
amazing,.,_,Second,the,1
amazingly,fun,Atelier,.,_,1
amount,if,they,lowered,the,1
amount,of,settings,to,change,1
an,8/10,worth,your,time,1
an,Atelier,game,and,the,1
an,Atelier,game,as,always,1
an,Atelier,game,the,graphics,1
an,English,dub,just,go,1
an,RPG,that,is,slow,1
an,absolute,delight,of,a,1
an,absolute,treat,.,_,1
an,alchemist,again,obviously,so,1
an,amazingly,fun,Atelier,.,1
an,area,but,I,would,1
an,attack,and,basically,choose,1
an,easy,next,best,choice,1
an,enhanced,but,similar,to,1
an,existing,fanbase,and,say,1
an,hour,in,and,experienced,1
an,improvement,and,refinement,to,1
an,interesting,way,to,add,1
an,interruption,to,the,otherwise,1
an,opinion,from,someone,who,1
an,original,story,about,one,1
an,outright,second,alchemist,to,1
and,144,fps,on,my,1
and,3,in,support,with,1
and,Alchemist,Lv,.,_,1
and,Alchemy,system,.,_,1
and,I,can,safely,say,1
and,I,didn’t,have,any,1
and,I,figure,I,won't,1
and,I,have,a,1080Ti,1
and,I,have,yet,to,1
and,I,think,is,my,1
and,I,think,is,totally,1
and,I'm,happy,for,Atelier,1
and,Motion,Blur,turning,off,1
and,Plachta,with,all,of,1
and,Ryza,2,and,the,1
and,Ryza,you'll,love,this,1
and,Sophie,along,with,some,1
and,Suelle,.,_,The,1
and,Suelle,but,more,refined,1
and,Yanagawa,is,such,a,1
and,a,bold,step,towards,1
and,a,decent,combat,system,1
and,a,lot,of,the,1
and,added,a,cost,to,1
and,added,quite,a,decent,1
and,adding,thicc,thighs,.,1
and,alchemy,way,better,and,1
and,all,I,give,this,1
and,all,the,gameplay,features,1
and,also,interesting,male,characters,1
and,animations,are,really,well,1
and,areas,look,great,as,1
and,as,always,big,wholesome,1
and,as,it,turns,out,1
and,awesome,.,_,I'm,1
and,basically,choose,who,takes,1
and,been,in,this,business,1
and,being,able,to,see,1
and,can,immediately,start,duking,1
and,characters,.,_,Yeah,1
and,close,depending,on,what,1
and,colorful,world,.,_,1
and,combination,system,works,just,1
and,come,here,for,2,1
and,comparable,to,the,quality,1
and,creative,energy,felt,very,1
and,cute,and,also,interesting,1
and,debuffs,and,I,think,1
and,different,I,feel,like,1
and,don't,have,a,high,1
and,dynamic,.,_,The,1
and,easily,my,new,favorite,1
and,equip,your,whole,party,1
and,even,a,few,surprise,1
and,even,an,outright,second,1
and,even,comes,with,fun,1
and,even,has,a,good,1
and,experienced,no,gameplay,and,1
and,forth,in,long,strings,1
and,fun,.,_,Alchemy,1
and,gathering,new,ideas,for,1
and,generally,uninteresting,.,_,1
and,get,triggered,as,you,1
and,go,back,to,refill,1
and,gripping,than,any,of,1
and,happy,atmosphere,.,_,1
and,imo,better,characters,.,1
and,in,its,place,you,1
and,indoors,are,exquisite,detailed,1
and,is,fairly,designed,the,1
and,is,somehow,even,better,1
and,is,very,unique,.,1
and,it,also,took,a,1
and,it,can,be,a,1
and,it,doesn’t,help,that,1
and,it,feels,really,fresh,1
and,it,feels,really,nice,1
and,it,gets,fully,recovered,1
and,it,jitters,constantly,.,1
and,it,might,just,be,1
and,it,offers,a,decent,1
and,item,counts,are,basically,1
and,keep,the,translations,literal,1
and,keyboard,but,for,some,1
and,keyboard,button,options,once,1
and,keyboard,options,.,_,1
and,keyboard,with,the,controller,1
and,less,hectic,compared,to,1
and,lots,to,explore,Photo,1
and,makes,a,lot,of,1
and,many,of,the,ideas,1
and,minor,QOL,changes,to,1
and,monsters,are,marked,on,1
and,more,of,a,binary,1
and,moreover,her,skin,is,1
and,mouse,controls,were,practically,1
and,music,a,story,that,1
and,navigate,the,map,.,1
and,new,mechanics,to,make,1
and,newer,games,.,_The,1
and,not,even,realize,you're,1
and,not,get,a,little,1
and,nothing,I've,tweaked,has,1
and,now,they,improved,even,1
and,of,course,all,of,1
and,only,about,halfway,through,1
and,only,minor,stuttering,when,1
and,other,stuff,to,find,1
and,out,of,the,gameplay,1
and,over,unlocking,a,new,1
and,pick,up,than,in,1
and,possibly,the,best,place,1
and,prettym,the,gameplay,itself,1
and,probably,the,best,Atelier,1
and,really,just,trying,to,1
and,refinement,to,the,crafting,1
and,relaxing,.,_,My,1
and,restricted,keybindings,for,keyboard,1
and,runs,well,.,_,1
and,say,it,should,change,1
and,say,so,little,60%,1
and,so,on,.,_,1
and,some,iffy,elements,.,1
and,specially,what,happens,with,1
and,start,Sophie,from,Lv,1
and,synthesis,is,fun,.,1
and,tell,you,that,it’s,1
and,textures,are,easily,from,1
and,that,was,pretty,much,1
and,the,Ryza,games,since,1
and,the,character,models,are,1
and,the,combat,now,takes,1
and,the,end,result,is,1
and,the,fact,that,the,1
and,the,game,in,general,1
and,the,graphics,of,Ryza,1
and,the,issue,vanishes,.,1
and,the,less,I,can,1
and,the,map/environmental,design,is,1
and,the,mini,interaction,cutscenes,1
and,the,opening,vocal,song,1
and,the,recap,video,will,1
and,the,too,easy,of,1
and,then,played,through,this,1
and,then,used,in,battle,1
and,there’s,also,a,double,1
and,these,are,all,flooded,1
and,they,made,a,pretty,1
and,they're,mostly,extraneous,flavour,1
and,think,unlike,the,last,1
and,this,is,a,great,1
and,this,is,coming,from,1
and,true,turn,based,formula,1
and,unfortunately,when,they,do,1
and,very,stable,PC,Port,1
and,watch,the,game,play,1
and,weather,can,be,changed,1
and,when,to,put,certain,1
and,with,the,entire,tracklist,1
and,wouldn't,you,know,it,1
and,you,can,easily,get,1
and,you,will,notice,even,1
and,young,plachta,is,so,1
animation,shortcuts,they,take,but,1
animations,are,already,fast,enough,1
animations,are,really,well,done,1
animations,move,slowly,.,_,1
animations,plus,the,option,to,1
anime,game,but,I,could,1
anniversary,.,_,Atelier,Sophie,1
annoyance,is,that,you,can't,1
annoying,.,_,Solid,Atelier,1
annoying,once,you’ve,explored,an,1
another,Atelier,game,.,_,1
another,area,of,improvement,and,1
another,both,command,lists,were,1
another,entry,in,their,franchise,1
another,great,entry,in,the,1
another,issue,.,_,I,1
ans,the,combat,fixed,with,1
anti,aliasing,to,work,with,1
any,Atelier,lover,.,_,1
any,Atelier,series,you'll,love,1
any,frame,drops,.,_,1
any,issue,so,far,.,1
any,loading,screens,.,_,1
any,of,the,Atelier,games,1
any,problem,.,_,Playing,1
any,stability,issues,there,but,1
anymore,but,still,.,_,1
anyone,has,a,magic,solution,1
anyway,and,they're,mostly,extraneous,1
apparently,constantly,active,.,_,1
appealing,you,will,have,to,1
appreciate,combat,systems,that,do,1
are,.,_,I,suspected,1
are,absolutely,some,good,stuff,1
are,actually,VERY,QUICK,.,1
are,actually,visible,on,the,1
are,all,flooded,with,enemies,1
are,already,fast,enough,but,1
are,an,alchemist,again,obviously,1
are,basically,tweaks,half,way,1
are,charming,Aoi,Yuki,voicing,1
are,charming,and,all,the,1
are,constantly,getting,new,cutscenes,1
are,cute,but,how,long,1
are,cute,the,central,town,1
are,doing,the,great,job,1
are,easily,from,10,years,1
are,enormous,exploration,is,so,1
are,exquisite,detailed,.,_,1
are,flawless,but,the,keyboard,1
are,fun,in,seeing,what,1
are,gorgeous,.,_,Optimization,1
are,interested,in,buying,this,1
are,listed,on,the,left,1
are,many,mechanics,to,juggle,1
are,marked,on,the,map,1
are,not,as,vague,relevant,1
are,noticeably,more,crisp,.,1
are,really,well,done,this,1
are,significant,quality,improvements,in,1
are,simply,breathtaking,.,_,1
are,still,there,and,get,1
are,super,adorable,.,_,1
are,very,detailed,too,and,1
are,very,funny,and,awesome,1
are,very,positive,.,_,1
are,vibrant,new,characters,are,1
are,voiced,which,is,pretty,1
area,.,_,The,combat,1
area,.,_,Which,reminds,1
area,and,not,even,realize,1
area,but,I,would,say,1
area,is,large,enough,on,1
area,of,improvement,and,it,1
area,or,whatever,triggered,the,1
areas,look,great,as,well,1
areas,or,while,doing,certain,1
areas,to,allow,different,places,1
aren't,known,for,their,writing,1
aren’t,just,giant,blocks,and,1
arguably,better,than,nofap,noporn,1
arguably,easier,and,even,comes,1
armor,explosives,cra,.,_,1
arms,and,you,will,notice,1
around,.,_,And,yet,1
around,.,_,I,really,1
around,I,mean,Atelier,games,1
around,but,I,also,found,1
around,the,different,weather,settings,1
around,to,do,things,like,1
arrange,the,actual,ingredients,.,1
as,DLC,no,joke,look,1
as,I,play,.,_,1
as,Ryza,2,or,Lydie,1
as,Sophie,might,just,be,1
as,a,first,time,Atelier,1
as,a,whole,as,they,1
as,above,.,_,Also,1
as,always,along,with,loli,1
as,always,big,wholesome,vibes,1
as,always,is,an,absolute,1
as,always,so,much,that,1
as,annoying,once,you’ve,explored,1
as,comfort,food,and,Yanagawa,1
as,expected,from,atelier,game,1
as,good,as,turn,based,1
as,if,it,needed,to,1
as,it,kinda,makes,it,1
as,it,turns,out,your,1
as,molasses,relative,to,how,1
as,slow,as,molasses,relative,1
as,that's,all,I,cared,1
as,the,'tap,in',system,1
as,the,game,went,on,1
as,they,seem,more,than,1
as,turn,based,gets,with,1
as,turned,based,.,_,1
as,vague,relevant,NPCs,items,1
as,we,get,to,know,1
as,well,As,always,an,1
as,well,I,always,appreciate,1
as,well,although,the,performance,1
as,well,pretty,fun,to,1
as,you,do,stuff,but,1
aspect,but,does,it,in,1
aspect,of,this,game,is,1
aspects,combat,exploration,synthesis,visual,1
aspects,from,Ryza,and,Ryza,1
aspects,of,Atelier,Sophie,with,1
assist,with,an,attack,and,1
assume,it,is,a,bug,1
at,1,hour,in,and,1
at,2x,makes,battles,go,1
at,60,FPS,.,_,1
at,Sophie,regarding,Synthesis,and,1
at,all,.,_,Just,1
at,all,.,_,Ryza,1
at,best,.,_,Graphics,1
at,first,but,I,can’t,1
at,her,arms,and,you,1
at,least,for,a,Koei,1
at,least,get,a,stable,1
at,least,haven't,encountered,any,1
at,least,its,foundations,Even,1
at,max,settings,1440p,and,1
at,office,.,_,I,1
at,the,Digital,Deluxe,version,1
at,the,end,to,wrap,1
at,the,start,.,_,1
at,which,point,it's,too,1
at,will,.,_,Crafting,1
atelier,game,on,par,with,1
atelier,game,that,has,some,1
atelier,games,.,_,Top,1
atelier,series,it's,worth,buying,1
atelier,series,you,already,know,1
atelier,so,it's,all,good,1
atelier,sophie,1,Performance,is,1
atmosphere,.,_,Many,beautiful,1
attack,and,basically,choose,who,1
attacking,or,swapping,in,for,1
audio,etc,.,_,.,1
average,fps,is,40,4K,1
avg,70fps,with,DOF,and,1
away,after,loading,a,new,1
away,with,this,system,entirely,1
awesome,.,_,I'm,having,1
back,.,_,Classic,turn,1
back,.,_,Next,level,1
back,.,_,PC,Graphic,1
back,.,_,This,is,1
back,and,forth,in,long,1
back,and,it,feels,really,1
back,as,well,pretty,fun,1
back,combat,is,like,that,1
back,features,from,Dusk,trilogy,1
back,from,the,more,traditional,1
back,slightly,Atelier,Sophie,2,1
back,the,seam,in,her,1
back,the,turn,based,system,1
back,to,refill,.,_,1
back,to,the,tried,and,1
back,up,again,once,the,1
back,with,a,return,to,1
backgrounds,story,events,the,entire,1
bad,.,_,Ryza,fixed,1
bad,a,lot,worse,than,1
bad,but,just,that,its,1
bad,in,this,and,nothing,1
barely,at,1,hour,in,1
barely,noticeable,.,_,One,1
barrel,I,came,across,but,1
barrel,in,the,atelier,so,1
base,seriously,there's,the,Atlus,1
base,speed,being,obscenely,slow,1
base,with,touch,of,latest,1
based,.,_,Buy,it,1
based,.,_dw,the,battle,1
based,combat,great,graphics,and,1
based,combat,in,the,series,1
based,combat,neat,party,swaps,1
based,formula,of,past,Atelier,1
based,gameplay,is,back,and,1
based,gets,with,a,mixture,1
based,is,back,combat,is,1
based,itself,it's,a,huge,1
based,system,and,I,think,1
based,system,it,feels,more,1
based,system,with,modern,system,1
basic,process,over,and,over,1
basically,choose,who,takes,the,1
basically,meshes,the,better,aspects,1
basically,tweaks,half,way,between,1
bat,and,in,its,place,1
battle,.,_,It,doesn’t,1
battle,.,_,Map,design,1
battle,.,_,The,other,1
battle,and,3,in,support,1
battle,and,of,course,all,1
battle,system,just,makes,the,1
battle,system,moves,fast,like,1
battle,which,feels,a,little,1
battle,you'll,be,going,through,1
battles,go,significantly,faster,and,1
be,.,_,The,trait,1
be,a,bit,tedious,and,1
be,a,hassle,having,to,1
be,best,to,start,with,1
be,better,it's,a,definite,1
be,changed,in,battle,which,1
be,crafted,and,then,used,1
be,dropped,at,the,end,1
be,enjoyable,not,being,the,1
be,enjoyable,rewarding,and,relaxing,1
be,expected,to,endure,their,1
be,explored,the,items,to,1
be,for,attacking,or,swapping,1
be,found,corresponding,to,a,1
be,going,through,the,dungeon,1
be,honest,I,didn't,really,1
be,in,the,gameplay,loop,1
be,it,weapons,armor,explosives,1
be,more,interesting,.,_,1
be,my,favorite,Atelier,protagonist,1
be,my,favorite,crafting,system,1
be,neat,though,.,_,1
be,recharged,between,uses,.,1
be,safely,ignored,.,_,1
be,sped,up,to,2x,1
be,summed,up,in,a,1
be,the,best,I’ve,seen,1
be,the,best,but,for,1
be,the,best,entry,in,1
be,the,best,yet,.,1
be,the,pricing,.,_,1
be,traveled,to,once,activated,1
be,very,in,depth,if,1
be,worth,checking,out,.,1
beat,up,a,cute,butterfly,1
beautiful,.,_,I,ran,1
beautiful,game,to,us,the,1
beautiful,girls,.,_,Very,1
beautiful,orchestrated,totally,connected,with,1
became,a,bit,iffy,on,1
because,SOPHIE,.,_,.,1
because,it,required,some,thinking,1
because,of,how,important,item,1
because,the,Mysterious,series,always,1
because,while,the,lighting,system,1
been,able,to,mitigate,it,1
been,doubled,where,each,time,1
been,fleshed,out,more,.,1
been,in,this,business,for,1
been,introduced,now,.,_,1
been,that,impressed,with,the,1
been,vastly,improved,from,previous,1
before,being,depleted,.,_,1
before,climbing,back,up,again,1
before,disappearing,and,unfortunately,when,1
behind,a,game,clear,.,1
behind,some,mystery,gate,for,1
being,able,to,see,her,1
being,depleted,.,_,The,1
being,loaded,onto,two,familiar,1
being,obscenely,slow,is,simply,1
being,so,much,more,recent,1
being,the,mechanic,to,increase,1
being,the,snore,fest,that,1
beloved,Yano,.,_,However,1
below,.,_,Another,year,1
benefits,of,the,improvements,to,1
best,.,_,Graphics,Compared,1
best,Atelier,I,have,ever,1
best,Atelier,I've,ever,played,1
best,Atelier,game,so,far,1
best,Atelier,to,date,.,1
best,I,am,writing,this,1
best,I’ve,seen,in,the,1
best,around,I,mean,Atelier,1
best,but,for,an,Atelier,1
best,choice,.,_,Follow,1
best,demonstrated,when,opening,a,1
best,entry,in,the,series,1
best,gpu,anymore,but,still,1
best,in,the,series,yet,1
best,left,for,the,fans,1
best,place,to,start,the,1
best,results,out,but,it,1
best,swimsuit,simulation,game,I've,1
best,to,start,with,Ryza,1
best,work,and,possibly,the,1
best,yet,.,_,Note,1
better,.,_,The,original,1
better,Feb,.,_,25th,1
better,and,this,is,a,1
better,aspects,of,Atelier,Sophie,1
better,but,the,plot,is,1
better,characters,.,_,This,1
better,geared,for,it,.,1
better,graphics,and,imo,better,1
better,it's,a,definite,downgrade,1
better,more,dynamic,and,fun,1
better,than,Atelier,Ryza,2,1
better,than,Blue,Reflection,Second,1
better,than,it,already,was,1
better,than,nofap,noporn,eating,1
better,than,ryza,2,imo,1
better,than,the,listed,recommended,1
better,then,don't,bother,until,1
between,Sophie,and,newer,games,1
between,the,more,punishing,when,1
between,uses,.,_,The,1
between,what,the,characters,say,1
big,impact,.,_,Sophie,1
big,inter,connected,thing,.,1
big,wholesome,vibes,all,round,1
big,with,introduction,of,weather,1
biggest,improvement,bringing,back,features,1
binary,Either,the,enemy,is,1
bishounen,type,.,_,The,1
bit,.,_,My,frames,1
bit,iffy,on,it,as,1
bit,laggy,even,with,controller,1
bit,like,Lydie,and,Suelle,1
bit,more,.,_,The,1
bit,of,depth,here,.,1
bit,tedious,and,it,doesn’t,1
bland,dialogue,and,characters,.,1
blast,.,_,I,will,1
block,or,assist,with,an,1
blocks,and,the,character,models,1
blow,.,_,You,can,1
board,itself,so,your,not,1
board,that,is,used,to,1
bold,step,towards,its,future,1
bonus,point,.,_,is,1
books,cold,showers,5am,working,1
borders,of,character,models,look,1
boss,battle,.,_,The,1
boss,battle,you'll,be,going,1
boss/big,fights,is,interesting,I,1
both,a,love,letter,to,1
both,command,lists,were,apparently,1
bother,until,they,improve,the,1
brain,off,this,might,be,1
breaking,the,old,goodies,.,1
breathtaking,.,_,story,is,1
bring,in,action,combat,to,1
bringing,back,features,from,Dusk,1
brought,this,beautiful,game,to,1
budget,and,creative,energy,felt,1
budget,anime,game,but,I,1
buffed,or,debuffed,system,.,1
buffs,and,debuffs,and,I,1
bug,I,assume,it,is,1
bug,where,whenever,certain,menus,1
buildings,that,aren’t,just,giant,1
bulk,of,this,is,likely,1
business,for,over,a,decade,1
but,I,also,found,it,1
but,I,am,optimistic,.,1
but,I,can’t,deny,that,1
but,I,could,at,least,1
but,I,hardly,ever,found,1
but,I,have,done,my,1
but,I,just,can't,get,1
but,I,like,the,mysterious,1
but,I,would,say,this,1
but,I'm,not,taking,that,1
but,Sophie,2,is,an,1
but,as,turned,based,.,1
but,could,see,how,some,1
but,does,it,in,a,1
but,each,area,is,large,1
but,effective,way,to,get,1
but,expands,on,existing,mechanics,1
but,first,impressions,are,very,1
but,for,an,Atelier,game,1
but,for,now,I,am,1
but,for,some,reason,the,1
but,how,long,can,I,1
but,if,you're,selling,the,1
but,in,its,place,introduced,1
but,is,more,interesting,and,1
but,isn't,terrible,since,they,1
but,it,also,took,a,1
but,it,does,add,a,1
but,it,is,too,expensive,1
but,it,was,engaging,enough,1
but,it’s,not,this,dead,1
but,just,that,its,story,1
but,keeping,it,at,2x,1
but,more,refined,.,_,1
but,otherwise,the,gathering,is,1
but,similar,to,Lulua,I,1
but,still,.,_,Unironically,1
but,tends,to,go,away,1
but,that,should,come,with,1
but,the,UI,has,this,1
but,the,few,changes,have,1
but,the,keyboard,and,mouse,1
but,the,only,trouble,I've,1
but,the,plot,is,weaved,1
but,the,story,is,intriguing,1
but,then,I,actually,could,1
but,then,I,ran,into,1
but,this,one,is,still,1
but,unfortunately,the,first,half,1
but,with,how,fast,you,1
but,worse,than,Ryza2,.,1
but,you,end,up,changing,1
butterfly,goddess,so,thats,a,1
button,choices,were,all,mouse,1
button,options,once,I,did,1
buyers,to,get,an,opinion,1
buying,.,_,Atelier,Sophie,1
buying,this,because,SOPHIE,.,1
buying,this,game,even,if,1
by,FAR,the,BEST,aspect,1
by,Gust/KT,.,_,KBM,1
by,JRPG,standards,lots,of,1
by,a,significant,amount,if,1
by,improving,on,the,gameplay,1
by,our,beloved,Yano,.,1
by,the,ACRYLICSTAB,guy,and,1
by,the,game’s,ability,to,1
by,this,.,_,10/10,1
by,this,.,_,30,1
by,your,feet,for,her,1
came,across,but,then,I,1
camera,and,it,jitters,constantly,1
can,I,be,expected,to,1
can,also,see,who,a,1
can,be,a,bit,tedious,1
can,be,a,hassle,having,1
can,be,changed,in,battle,1
can,be,crafted,and,then,1
can,be,enjoyable,not,being,1
can,be,found,corresponding,to,1
can,be,safely,ignored,.,1
can,be,sped,up,to,1
can,be,summed,up,in,1
can,be,traveled,to,once,1
can,easily,get,the,materials,1
can,get,anti,aliasing,to,1
can,go,from,your,cozy,1
can,immediately,start,duking,it,1
can,join,in,on,the,1
can,more,enjoy,the,alchemy,1
can,now,have,allies,block,1
can,plan,strategically,.,_,1
can,pound,your,grandma,.,1
can,safely,say,that,this,1
can,squeeze,out,with,some,1
can,still,play,without,any,1
can,still,watch,the,recap,1
can,transpose,the,character's,Japanese,1
can,view,them,outside,of,1
can't,flee,to,grind,levels,1
can't,get,over,how,good,1
can't,get,too,invested,in,1
can't,imagine,a,Mysterious,game,1
cannot,do,charged,swings,against,1
can’t,deny,that,I,became,1
care,and,equip,your,whole,1
cared,to,follow,on,it,1
carries,the,same,issues,that,1
case,I,found,myself,really,1
cast,of,female,characters,charismatic,1
catalysts,and,even,an,outright,1
cater,more,to,me,.,1
cauldron,and,I,have,a,1
cauldron,barely,noticeable,.,_,1
cauldrons,around,to,do,things,1
caves,ruins,and,these,are,1
celebrate,another,entry,in,their,1
central,town,and,indoors,are,1
certain,activities,like,gathering,or,1
certain,items,into,the,recipe,1
certain,menus,open,or,close,1
certain,monsters,within,a,matter,1
challenge,outside,of,how,to,1
chance,.,_,This,one,1
change,.,_,It,shouldn't,1
change,at,least,for,a,1
changed,in,battle,which,feels,1
changes,have,a,big,impact,1
changes,if,you,move,around,1
changes,to,crafting,.,_,1
changing,level,mechanic,it,is,1
changing,the,areas,to,allow,1
changing,the,weather,A,LOT,1
changing,the,weather,mid,battle,1
character,backgrounds,story,events,the,1
character,in,your,party,whether,1
character,interactions,i,.,_e,1
character,is,as,slow,as,1
character,is,so,charming,and,1
character,limit,check,video,for,1
character,models,are,noticeably,more,1
character,models,look,extremely,rough,1
character,scenes,at,the,start,1
character's,Japanese,voice,to,the,1
characters,.,_,This,is,1
characters,.,_,Yeah,the,1
characters,and,even,a,few,1
characters,and,the,map/environmental,design,1
characters,and,the,mini,interaction,1
characters,are,charming,Aoi,Yuki,1
characters,are,charming,and,all,1
characters,as,well,I,always,1
characters,charismatic,and,cute,and,1
characters,from,the,original,game,1
characters,fun,game,play,loop,1
characters,or,the,story,they're,1
characters,say,vs,.,_,1
characters,with,interesting,things,to,1
characters,you,know,the,bishounen,1
charged,swings,against,trees,like,1
charges,each,.,_,but,1
charges,so,somewhere,right,in,1
charismatic,and,cute,and,also,1
charming,Aoi,Yuki,voicing,Alette,1
charming,and,all,the,gameplay,1
charming,and,young,plachta,is,1
charming,story,that,first,got,1
check,a,few,settings,but,1
check,video,for,full,version,1
checking,out,.,_,So,1
choice,.,_,Follow,my,1
choices,were,all,mouse,and,1
choose,who,takes,the,blow,1
choosing,mouse,and,keyboard,with,1
choppy,but,tends,to,go,1
classic,turn,based,is,back,1
classic,turn,based,system,it,1
clear,.,_,The,only,1
clear,maybe,steer,clear,of,1
clear,of,Koei,Tecmo,as,1
clear,recommendation,for,any,Atelier,1
climbing,back,up,again,once,1
close,depending,on,what,the,1
close,the,game,dips,to,1
clothes,are,very,detailed,too,1
coat,for,example,look,at,1
coat,its,shadow,changes,if,1
cold,showers,5am,working,out,1
colorful,world,.,_,even,1
combat,exploration,synthesis,visual,audio,1
combat,fixed,with,great,ideas,1
combat,great,graphics,and,music,1
combat,in,A19,so,much,1
combat,in,Altier,Ryza,but,1
combat,in,the,series,so,1
combat,is,also,improved,as,1
combat,is,like,that,one,1
combat,mechanics,its,about,as,1
combat,neat,party,swaps,fun,1
combat,now,takes,place,without,1
combat,of,this,game,is,1
combat,requires,no,loading,screens,1
combat,returns,to,its,classic,1
combat,sees,the,biggest,improvement,1
combat,speed,to,make,grinding,1
combat,system,.,_,Plus,1
combat,system,feels,like,a,1
combat,system,of,Ryza,series,1
combat,system,was,improved,.,1
combat,systems,that,do,that,1
combat,to,the,mix,as,1
combination,of,Ryza,but,as,1
combination,system,works,just,like,1
combine,the,ingredients,is,very,1
combining,the,elements,that,made,1
come,here,for,2,.,1
come,into,a,niche,series,1
come,up,on,a,boss,1
come,with,interesting,characters,with,1
comeback,when,i,finish,the,1
comes,with,fun,mini,games,1
comfort,food,and,Yanagawa,is,1
comfortable,and,less,hectic,compared,1
comfortable,distance,then,they,get,1
comfy,grindy,rpg,afternoon,.,1
coming,from,someone,that,has,1
command,lists,were,apparently,constantly,1
comment,Just,finished,1,again,1
comparable,to,the,quality,we,1
compare,it,with,that,one,1
compare,to,past,atelier,games,1
compared,to,Elden,Ring,.,1
compared,to,Ryza,.,_,1
complete,series,to,enjoy,even,1
completely,fine,and,the,recap,1
complex,plot,by,JRPG,standards,1
complex,the,story,was,there,1
complexity,but,it’s,not,this,1
complexity,if,not,more,so,1
compromise,either,.,_,Nearly,1
conclusion,this,a,rather,solid,1
connected,I,have,no,idea,1
connected,my,controller,it,was,1
connected,thing,.,_,It’s,1
connected,with,an,Atelier,game,1
constant,stutter,unless,a,controller,1
constantly,.,_,This,is,1
constantly,active,.,_,Why,1
constantly,doing,the,same,basic,1
constantly,getting,new,cutscenes,character,1
container,to,view,ingredients,.,1
content,to,fleece,their,customer,1
content,until,the,end,and,1
continuation,to,Sophie's,story,with,1
continue,is,amazing,.,_,1
controller,.,_,Good,Game,1
controller,.,_,So,if,1
controller,.,_,Story,improved,1
controller,and,watch,the,game,1
controller,are,flawless,but,the,1
controller,connected,I,have,no,1
controller,is,plugged,in,.,1
controller,it,was,fixed,but,1
controller,only,to,see,mouse,1
controller,specifically,only,to,find,1
controller,to,play,it,with,1
controlling,the,camera,and,it,1
controls,were,practically,unplayable,for,1
conversation,can,be,safely,ignored,1
conversation,which,had,4,options,1
cool,at,first,but,I,1
core,mechanics,is,turn,based,1
corresponding,to,a,single,area,1
cost,to,recovering,items,charges,1
could,at,least,get,a,1
could,be,better,it's,a,1
could,have,been,fleshed,out,1
could,hear,the,soundtrack,in,1
could,interact,with,the,barrel,1
could,see,how,some,players,1
could,spend,a,long,time,1
could,use,some,work,.,1
couldn't,interact,with,the,first,1
counts,are,basically,tweaks,half,1
couple,weeks,ago,and,then,1
course,I,would,recommend,to,1
course,all,of,the,different,1
cozy,home,to,the,current,1
cra,.,_,I,MEAN,1
cracks,holding,it,back,slightly,1
craft,and,so,on,.,1
crafted,and,then,used,in,1
crafted,my,stuff,.,_,1
crafting,.,_,As,someone,1
crafting,fun,turn,based,combat,1
crafting,heavy,rpg,format,.,1
crafting,it,then,having,to,1
crafting,or,opening,your,storage,1
crafting,system,yet,.,_,1
crafting,where,you,have,to,1
crashes,and,even,has,a,1
crashes,and,only,minor,stuttering,1
create,you're,latest,mad,experiment,1
creative,energy,felt,very,scaled,1
crisp,.,_,Great,news,1
critique,so,far,is,the,1
critique,with,this,one,part,1
cues,from,Ryza,the,game,1
current,dungeon,is,a,great,1
cursor,for,menus,the,mouse,1
customer,base,seriously,there's,the,1
cute,and,also,interesting,male,1
cute,and,prettym,the,gameplay,1
cute,as,always,along,with,1
cute,beautiful,.,_,I,1
cute,but,how,long,can,1
cute,butterfly,goddess,so,thats,1
cute,eqwlfdjnneasiljufbnijlszrfgnijldsfnvgljkozsnfkg,nrsjkgnl,.,_jae,1
cute,gf,.,_,I'll,1
